id,risk_score,gender,num_public_record_items,age_most_rec_pub_record,collection_items,bankruptcy_prior,bankrupt_other_hh_member,inq_past_12mos,age_of_most_recent_inq,inq_fin_last_6mos,inq_promo,inq_bank_promo,age_of_oldest_trade,tot_accts_open_last_24m,tot_accts_on_file,tot_open_accts_on_file,tot_bal_open_accts,income,num_past_due_accts,amt_past_due_balances,worst_credit_rating,current_accts_total,current_accts_30day,current_accts_60day,current_accts_90day,current_accts_bad_debt,tot_accts_paid_satis,tot_accts_30days_ever,tot_accts_60days_ever,tot_accts_90days_ever,tot_accts_bad_debt_ever,tot_accts_paid_satis_24m,tot_accts_30d_pd_in_24m,tot_accts_60d_pd_in_24m,tot_accts_90d_pd_in_24m,tot_accts_bad_debt_24m,tot_open_accts_bal_gt_0,avg_mos_accts_open,marital_status,LOAN_DEFAULT,GEO_REGION
457,399,M,3,2,2,0,0,6,1,7,0,0,70,1,7,6,22727,53061,4,8607,6,2,1,0,1,3,2,0,1,1,3,2,0,0,1,3,5,47,D,0,West
458,936,M,0,0,0,0,0,0,16,0,1,1,240,2,18,5,6150,17818,0,0,1,16,0,0,0,0,12,4,0,0,0,6,3,0,0,0,3,97,M,0,South
459,948,F,0,0,0,0,0,0,7,0,1,1,384,0,13,2,0,4465,1,379,6,8,0,0,0,1,7,1,0,0,1,3,1,0,0,1,0,184,M,0,East
460,879,M,0,0,0,0,0,1,1,0,3,0,250,0,8,4,7858,,0,0,1,8,0,0,0,0,3,4,1,0,0,2,2,1,0,0,2,88,S,0,East
461,725,M,1,48,1,0,0,0,10,0,0,0,85,1,4,2,1366,3210,1,387,3,3,0,1,0,0,3,0,1,0,0,1,0,1,0,0,2,45,W,0,South
462,952,M,0,0,0,0,0,0,7,0,11,1,382,9,24,11,16416,29653,0,0,1,18,0,0,0,0,18,0,0,0,0,14,0,0,0,0,6,73,M,0,Midwest
463,851,M,2,5,1,1,0,1,2,1,5,3,114,1,8,1,123,297,0,0,6,3,0,0,0,3,3,0,1,0,3,2,0,0,0,0,1,66,S,0,West
464,613,M,1,40,0,1,0,0,13,1,1,0,90,2,14,4,24231,26604,3,3472,6,8,1,0,0,5,7,2,0,0,5,2,0,0,0,3,4,52,W,0,South
465,851,F,0,0,0,0,0,0,11,0,10,1,15,6,6,4,769,1599,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,13,S,0,Midwest
466,942,M,0,0,0,0,0,1,6,0,2,2,238,2,12,4,8057,21188,1,20,2,10,1,0,0,0,10,1,0,0,0,3,1,0,0,0,3,120,M,0,West
467,679,M,1,45,1,0,0,1,1,2,6,3,153,2,9,2,2594,3285,1,12,5,7,1,0,1,0,3,1,2,3,0,2,4,1,0,0,2,92,W,0,South
468,896,F,0,0,0,0,0,0,20,0,4,2,35,7,15,10,12898,16244,0,0,1,12,0,0,0,0,12,0,0,0,0,12,0,0,0,0,9,24,S,0,West
469,589,F,6,1,4,0,0,4,2,4,0,0,224,9,16,7,26577,28816,1,120,5,12,1,0,1,0,7,3,0,4,0,7,0,0,4,0,4,61,D,0,Midwest
470,927,M,0,0,0,0,0,0,12,1,2,1,36,2,10,6,4647,14273,0,0,1,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,4,26,M,0,Midwest
471,927,M,0,0,0,0,0,0,0,0,4,2,96,0,6,2,2773,19650,0,0,1,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,2,53,M,0,East
472,801,F,0,0,0,0,0,1,2,0,6,2,69,0,4,1,4377,7702,0,0,1,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,45,S,0,East
473,874,F,0,0,0,0,0,2,2,1,11,5,252,2,25,10,15195,24080,6,671,6,17,2,2,2,1,8,7,6,2,1,4,6,3,2,1,9,119,S,0,West
474,875,F,0,0,0,0,0,0,0,0,5,3,58,1,3,3,13102,16595,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,35,S,0,East
475,946,F,0,0,0,0,0,1,2,0,6,4,99,4,18,8,10188,43639,0,0,1,15,0,0,0,0,15,0,0,0,0,12,0,0,0,0,4,51,M,0,West
476,881,M,0,0,0,0,0,0,0,0,0,0,4,1,1,1,128,500,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,S,0,East
477,923,M,0,0,0,0,0,2,1,1,6,2,114,3,11,6,12773,38492,0,0,1,10,0,0,0,0,10,0,0,0,0,7,0,0,0,0,3,54,M,0,East
478,877,F,0,0,0,0,0,0,8,0,4,1,27,4,5,4,6234,8951,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,14,,0,South
479,916,M,0,0,0,0,0,0,10,0,7,4,176,8,13,9,1518,21277,1,88,5,12,0,0,1,0,12,0,0,1,0,10,0,0,1,0,5,35,M,0,Midwest
480,861,M,0,0,0,0,0,0,11,2,4,3,56,3,11,9,24325,47307,0,0,1,11,0,0,0,0,8,2,1,0,0,7,2,1,0,0,7,32,S,1,West
481,966,M,0,0,0,0,0,4,3,1,14,3,133,6,23,12,2974,37962,0,0,1,22,0,0,0,0,21,0,1,0,0,17,0,0,0,0,4,53,M,0,West
482,900,M,2,38,1,1,0,7,1,11,8,3,351,7,24,8,46690,51384,1,1629,6,21,0,0,0,1,20,1,0,0,1,18,0,0,0,0,6,71,S,0,South
483,919,M,0,0,0,0,0,1,1,4,3,0,83,8,31,16,16731,,0,0,1,23,0,0,0,0,19,0,2,3,0,20,0,1,0,0,11,41,M,0,West
484,795,F,2,1,1,1,0,1,4,0,3,3,193,0,13,2,0,0,0,0,6,8,1,0,0,4,2,5,2,0,4,3,2,0,0,0,2,89,S,0,West
485,862,M,0,0,0,0,0,0,11,0,3,0,35,4,6,2,5,9000,0,0,1,6,0,0,0,0,5,1,0,0,0,4,1,0,0,0,1,22,S,0,West
486,942,M,0,0,0,0,0,2,1,0,7,3,186,1,17,9,31453,54663,0,0,1,17,0,0,0,0,15,2,0,0,0,8,1,0,0,0,7,87,M,0,Midwest
487,523,M,0,0,0,0,0,1,3,2,1,0,94,2,8,5,19234,22977,0,0,6,5,0,0,0,2,1,1,0,3,2,1,1,0,3,1,5,60,D,0,West
488,879,M,0,0,0,0,0,0,0,0,0,0,8,1,1,1,508,1800,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8,,0,South
489,888,M,0,0,0,0,0,0,11,0,1,0,80,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,80,S,0,South
490,906,F,0,0,0,0,0,2,1,0,3,1,83,0,11,7,7847,19021,0,0,1,11,0,0,0,0,11,0,0,0,0,8,0,0,0,0,4,51,S,0,Midwest
491,647,M,7,2,6,1,0,0,12,1,2,1,89,3,28,4,8673,10043,2,6162,6,16,1,0,1,6,9,5,3,3,6,8,0,0,2,6,3,48,,0,East
492,907,F,0,0,0,0,0,0,11,0,4,2,82,5,9,5,19999,27625,0,0,1,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,3,31,S,1,West
493,727,F,1,19,1,0,0,0,24,0,2,0,37,1,4,3,1198,10545,0,0,6,2,0,0,0,1,0,1,1,0,1,1,0,1,0,1,2,28,W,0,West
494,953,U,0,0,0,0,0,0,14,0,9,5,58,5,23,13,21019,41277,0,0,1,22,0,0,0,0,22,0,0,0,0,18,0,0,0,0,7,38,M,0,East
495,484,M,10,1,10,0,0,0,13,0,0,0,61,0,4,2,718,6266,2,308,6,0,1,0,0,2,0,1,0,0,2,0,1,0,0,1,2,45,D,0,East
496,828,F,0,0,0,0,0,3,1,1,5,0,9,3,3,3,219,950,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,9,S,0,Midwest
497,949,F,0,0,0,0,0,1,2,1,7,0,245,2,26,14,36049,69505,0,0,6,22,1,0,0,1,21,1,1,0,1,16,0,1,0,1,10,112,M,0,Midwest
498,479,F,2,9,1,0,0,1,6,0,1,0,15,1,1,1,23472,30606,1,1307,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,15,D,1,East
499,972,M,0,0,0,0,0,1,2,0,7,2,115,4,28,9,21323,66067,0,0,1,24,0,0,0,0,24,0,0,0,0,17,0,0,0,0,3,53,M,0,West
500,914,M,2,82,0,0,0,1,3,0,8,3,246,1,25,6,102758,122533,0,0,1,23,0,0,0,0,17,4,2,0,0,7,0,2,0,0,6,94,M,1,West
501,918,F,0,0,0,0,0,1,2,0,1,0,35,2,10,7,8286,17226,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,25,M,0,West
502,941,M,0,0,0,0,0,0,0,0,2,1,115,2,9,3,0,8428,0,0,1,6,0,0,0,0,4,2,0,0,0,4,0,0,0,0,0,58,M,0,East
503,790,F,0,0,0,0,0,7,0,13,1,0,301,4,17,3,2295,4993,0,0,6,13,0,0,1,2,13,0,0,1,2,5,0,0,0,0,3,86,W,0,Midwest
504,933,F,0,0,0,0,0,0,0,0,8,6,85,4,22,11,24344,46970,0,0,1,18,0,0,0,0,17,1,0,0,0,13,0,0,0,0,7,43,M,0,South
505,550,M,2,6,1,0,0,4,1,2,0,0,240,1,18,6,4908,3663,5,6185,6,8,0,0,0,10,5,3,0,0,10,1,2,0,0,9,6,74,D,0,West
506,882,U,0,0,0,0,0,1,2,0,1,0,10,6,6,5,10159,14223,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,9,S,0,West
507,939,F,0,0,0,0,0,0,0,0,8,2,52,3,10,6,12997,49002,0,0,1,10,0,0,0,0,10,0,0,0,0,9,0,0,0,0,3,36,M,0,West
508,577,M,0,0,0,0,0,5,1,0,0,0,10,2,2,2,2658,2658,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,8,D,0,Midwest
509,668,F,0,0,0,0,0,0,0,0,0,0,24,2,2,2,2296,2251,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,19,W,1,East
510,833,M,1,20,1,0,0,0,0,0,5,0,130,0,5,4,14613,15743,1,52,2,4,1,0,0,0,3,2,0,0,0,3,2,0,0,0,4,82,S,0,East
511,509,F,5,5,3,0,0,1,2,3,1,0,98,2,5,2,8071,9506,1,347,6,3,0,0,0,1,2,1,1,0,1,1,1,0,0,0,2,59,D,0,Midwest
512,458,M,3,16,3,0,0,1,2,2,1,0,2,1,1,1,6078,6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,D,1,Midwest
513,511,F,2,13,2,0,0,3,1,3,1,0,91,1,9,4,5376,,8,1810,6,1,1,0,0,7,1,0,0,1,7,1,0,0,1,2,4,53,D,0,West
514,969,F,0,0,0,0,0,0,0,0,6,3,230,0,12,6,89,17588,0,0,1,12,0,0,0,0,12,0,0,0,0,8,0,0,0,0,2,114,M,0,West
515,744,F,1,12,1,0,0,2,2,0,0,0,195,3,6,6,1589,3126,0,0,6,4,0,0,0,2,4,0,0,0,2,4,0,0,0,2,4,61,W,0,East
516,769,F,0,0,0,1,0,3,1,2,1,1,213,5,11,7,10934,16006,1,242,6,8,1,0,0,1,7,2,0,0,1,6,1,0,0,0,5,61,W,0,Midwest
517,665,M,1,6,1,0,0,0,0,0,0,0,12,3,3,3,8841,9242,1,35,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,9,W,0,East
518,711,F,0,0,0,0,0,0,7,0,3,2,14,2,2,2,2625,2625,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,W,0,Midwest
519,906,M,0,0,0,0,0,0,0,0,2,0,83,5,11,8,17708,34937,0,0,1,9,0,0,0,0,8,1,0,0,0,8,0,0,0,0,7,32,S,0,West
520,907,F,0,0,0,0,0,0,22,0,8,6,35,5,6,4,628,4243,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,17,S,0,East
521,865,F,0,0,0,0,0,2,1,1,2,1,53,6,10,5,12660,15273,0,0,1,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,3,27,,0,West
522,943,M,0,0,0,0,0,4,2,3,6,1,111,13,29,5,21314,34468,0,0,1,26,0,0,0,0,25,1,0,0,0,22,0,0,0,0,3,40,M,0,Midwest
523,820,M,0,0,0,0,0,0,0,0,2,1,80,0,4,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,61,,0,West
524,871,M,3,15,3,0,0,1,2,0,3,3,188,1,18,8,17052,29338,2,111,2,15,2,0,0,0,12,3,2,0,0,8,3,0,0,0,6,66,S,0,East
525,721,F,0,0,0,0,0,1,1,0,1,0,54,5,18,14,34273,38902,1,20,2,7,1,0,0,0,3,1,2,2,0,4,0,2,2,0,13,32,W,0,Midwest
526,793,F,6,3,5,0,0,1,3,0,3,2,118,1,8,2,73,121,0,0,1,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,2,76,S,0,Midwest
527,959,F,0,0,0,0,0,0,0,0,0,0,202,1,10,4,119,15819,0,0,1,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,1,98,M,0,East
528,819,F,0,0,0,0,0,0,13,0,4,1,29,2,3,3,1350,1986,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,18,S,0,Midwest
529,959,F,0,0,0,0,0,0,10,0,3,1,104,5,32,6,10529,18590,0,0,1,25,0,0,0,0,25,0,0,0,0,14,0,0,0,0,3,53,M,0,West
530,932,M,0,0,0,0,0,0,0,0,7,2,130,4,15,7,2998,20456,1,20,2,12,1,0,0,0,10,3,0,0,0,9,2,0,0,0,4,57,M,0,West
531,917,M,0,0,0,0,0,0,0,0,2,1,64,4,7,4,5208,17790,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,26,M,0,West
532,974,F,0,0,0,0,0,1,3,2,1,0,236,5,28,7,1322,16006,0,0,1,22,0,0,0,0,22,0,0,0,0,16,0,0,0,0,5,83,M,0,East
533,950,F,0,0,0,0,0,0,0,0,2,2,97,3,20,5,576,16100,0,0,1,18,0,0,0,0,18,0,0,0,0,8,0,0,0,0,2,58,M,0,West
534,977,M,0,0,0,0,0,0,0,0,15,7,206,8,25,16,1337,109193,0,0,1,21,0,0,0,0,21,0,0,0,0,16,0,0,0,0,2,57,M,0,East
535,946,F,1,104,0,1,0,5,2,2,7,1,194,6,28,9,30788,52210,0,0,1,22,0,0,0,0,21,0,1,0,0,15,0,0,0,0,6,56,M,0,East
536,937,M,0,0,0,0,0,0,14,1,2,0,167,0,7,5,4863,16936,0,0,1,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,3,69,M,0,Midwest
537,459,F,2,28,2,0,0,1,5,0,0,0,106,1,7,2,727,712,5,1643,6,0,0,0,1,6,0,0,0,1,6,0,0,0,0,5,2,71,D,0,Midwest
538,868,F,0,0,0,0,0,0,0,0,1,0,12,2,2,2,0,1850,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,S,0,Midwest
539,572,F,0,0,0,0,0,1,3,1,2,2,50,2,5,4,4802,5712,3,365,6,2,0,0,2,1,1,1,0,2,1,1,1,0,2,1,4,29,D,0,West
540,827,M,0,0,0,0,0,1,1,0,8,4,56,1,5,3,5034,6748,1,20,2,3,1,0,0,0,3,1,0,0,0,3,1,0,0,0,2,35,S,0,South
541,943,M,0,0,0,0,0,0,11,1,9,7,215,2,19,6,20184,43248,0,0,1,17,0,0,0,0,17,0,0,0,0,13,0,0,0,0,4,81,M,0,South
542,865,M,0,0,0,0,0,3,5,0,1,1,22,2,3,1,0,776,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,15,S,0,East
543,773,F,1,23,1,0,0,1,1,3,3,2,65,3,7,6,7568,8600,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,36,W,0,East
544,788,M,0,0,0,0,0,0,7,0,6,1,27,3,4,4,7292,8262,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,14,W,0,West
545,899,F,0,0,0,0,0,0,0,0,0,0,469,0,1,1,50,50,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,469,S,0,West
546,924,F,0,0,0,0,0,4,2,1,8,0,99,6,12,6,4735,14310,0,0,1,8,0,0,0,0,8,0,0,0,0,5,0,0,0,0,2,34,M,0,West
547,957,M,0,0,0,0,0,1,6,0,5,1,147,5,19,10,3982,21751,0,0,1,18,0,0,0,0,15,3,0,0,0,10,1,0,0,0,4,78,M,0,Midwest
548,895,M,0,0,0,0,0,0,16,0,4,2,53,1,2,2,0,6500,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,32,S,0,South
549,874,F,0,0,0,0,0,0,13,1,9,4,36,8,13,8,14382,17402,0,0,1,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,19,S,0,Midwest
550,928,F,0,0,0,0,0,0,0,0,6,2,145,3,9,5,2240,7362,0,0,1,8,0,0,0,0,5,2,0,1,0,7,0,0,1,0,3,51,M,0,West
551,556,M,13,1,12,0,0,0,7,4,3,3,64,3,6,2,2443,5745,2,248,6,3,0,0,0,2,3,0,0,0,2,3,0,0,0,1,2,35,D,0,South
552,920,M,0,0,0,0,0,4,2,2,3,0,66,8,20,10,38150,52018,0,0,1,18,0,0,0,0,18,0,0,0,0,17,0,0,0,0,8,30,M,0,East
553,550,U,0,0,0,0,0,0,0,0,0,0,13,1,1,1,2661,4523,1,193,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13,D,0,West
554,707,F,0,0,0,0,0,0,0,0,0,0,35,2,4,2,3520,5327,0,0,1,3,0,0,0,0,1,1,1,0,0,1,1,1,0,0,2,25,W,0,East
555,734,M,0,0,0,0,0,0,8,1,3,1,7,1,1,1,6835,7459,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,W,0,West
556,873,M,0,0,0,0,0,0,22,0,2,1,37,3,6,4,5886,7717,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,26,S,0,West
557,477,M,5,2,2,1,1,2,2,4,2,0,121,5,12,6,10532,13924,8,30807,6,1,0,0,5,6,1,0,0,5,6,1,0,0,5,6,5,35,D,0,Midwest
558,955,F,0,0,0,0,0,0,0,0,2,1,243,0,12,4,5530,13599,0,0,1,10,0,0,0,0,10,0,0,0,0,7,0,0,0,0,2,110,M,0,West
559,576,M,10,5,8,1,0,2,2,1,0,0,76,0,5,0,0,0,2,1417,6,1,0,0,1,3,1,0,0,1,3,0,0,0,0,0,0,68,D,0,South
560,778,M,0,0,0,0,0,0,17,0,0,0,17,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17,W,0,East
561,651,F,0,0,0,0,0,2,1,1,1,0,6,3,3,3,9679,10208,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,W,0,Midwest
562,934,F,0,0,0,0,0,0,0,0,3,2,61,1,8,3,843,12363,0,0,1,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,1,44,M,0,West
563,545,F,15,5,15,0,0,1,6,1,0,0,56,0,6,0,0,0,6,2961,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,53,D,0,Midwest
564,892,F,2,11,1,0,0,0,0,0,2,1,157,1,9,4,6349,13166,0,0,1,8,0,0,0,0,4,1,2,1,0,5,1,1,0,0,1,65,S,0,East
565,969,M,1,20,1,0,0,1,2,3,8,0,233,6,31,11,40494,77888,0,0,1,24,0,0,0,0,23,1,0,0,0,15,1,0,0,0,7,72,M,1,West
566,857,F,2,46,2,0,0,1,1,2,7,7,68,2,14,9,20744,25028,0,0,1,12,0,0,0,0,8,2,2,0,0,10,0,0,0,0,7,49,S,0,South
567,968,M,0,0,0,0,0,0,0,0,2,1,461,0,10,7,6804,18119,0,0,1,10,0,0,0,0,10,0,0,0,0,7,0,0,0,0,2,128,M,0,East
568,986,M,0,0,0,0,0,0,20,0,9,3,511,1,22,11,19599,53682,0,0,1,20,0,0,0,0,19,1,0,0,0,14,0,0,0,0,7,136,M,0,West
569,845,F,1,5,1,0,0,1,3,0,3,1,275,5,19,9,41824,52783,0,0,1,18,0,0,0,0,12,5,1,0,0,10,3,1,0,0,9,70,S,0,West
570,915,F,0,0,0,0,0,0,0,0,1,1,47,2,7,3,1270,5244,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,27,M,0,Midwest
571,845,U,0,0,0,0,0,2,1,0,0,0,12,1,1,1,0,200,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,S,0,West
572,933,F,0,0,0,0,0,2,1,0,8,3,61,7,18,8,17159,34807,0,0,1,15,0,0,0,0,14,0,1,0,0,12,0,1,0,0,4,32,M,0,Midwest
573,897,M,0,0,0,0,0,1,6,0,5,1,109,2,15,6,20066,35719,1,20,3,14,0,1,0,0,14,0,1,0,0,9,0,0,0,0,4,54,S,0,West
574,843,M,0,0,0,0,0,2,0,0,11,2,204,2,27,10,25425,31953,1,20,2,23,1,0,0,0,17,6,1,0,0,12,5,0,0,0,9,73,S,0,Midwest
575,931,M,1,34,1,0,0,0,7,0,3,0,127,8,29,15,44350,54954,0,0,1,27,0,0,0,0,25,1,1,0,0,14,1,1,0,0,12,58,M,0,East
576,966,M,0,0,0,0,0,4,1,0,3,1,368,7,31,14,29258,64686,0,0,1,29,0,0,0,0,29,0,0,0,0,22,0,0,0,0,11,67,M,0,West
577,808,F,0,0,0,0,0,0,7,3,3,0,37,6,9,8,25833,28149,0,0,1,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,26,S,0,Midwest
578,932,M,0,0,0,0,0,0,23,1,4,2,71,6,15,7,25891,40779,0,0,1,12,0,0,0,0,12,0,0,0,0,11,0,0,0,0,5,39,M,0,West
579,699,M,1,5,1,0,0,0,23,0,2,1,45,9,11,11,34273,33071,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,11,16,W,0,East
580,523,M,2,6,1,1,0,0,0,0,1,1,57,0,3,1,2721,2721,2,2948,6,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,51,D,0,West
581,887,F,0,0,0,0,0,0,0,0,6,0,110,0,14,1,0,89,0,0,1,14,0,0,0,0,8,5,0,1,0,4,3,0,0,0,0,81,S,0,East
582,950,M,0,0,0,0,0,2,2,2,8,5,48,8,15,12,7597,23912,0,0,1,14,0,0,0,0,13,1,0,0,0,13,1,0,0,0,4,26,M,0,Midwest
583,597,F,9,1,9,0,0,2,5,2,1,0,31,2,3,2,1786,9186,0,0,1,3,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,23,D,1,Midwest
584,962,F,0,0,0,0,0,0,0,0,1,0,151,1,16,11,2039,20258,0,0,1,16,0,0,0,0,16,0,0,0,0,12,0,0,0,0,4,82,M,0,East
585,734,F,0,0,0,0,0,0,8,0,2,0,14,3,3,3,599,1161,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,8,W,0,East
586,848,M,1,88,0,1,0,3,3,1,4,4,123,6,18,4,12402,24180,0,0,6,14,0,0,0,1,11,3,0,0,1,10,3,0,0,0,2,42,S,0,South
587,733,M,0,0,0,0,0,0,16,0,1,0,72,1,2,1,17079,18365,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,48,W,0,East
588,849,F,1,2,1,0,0,1,2,0,6,0,89,1,19,10,7061,18214,0,0,1,17,0,0,0,0,12,4,0,1,0,7,4,0,1,0,5,48,S,0,Midwest
589,914,F,0,0,0,0,0,4,1,4,7,0,69,6,15,9,5831,29817,0,0,1,12,0,0,0,0,12,0,0,0,0,9,0,0,0,0,5,31,M,0,South
590,713,F,3,33,2,0,0,2,2,1,3,0,172,0,9,5,3484,3579,1,161,6,7,0,0,0,2,3,0,2,2,2,2,0,2,1,1,5,94,W,0,West
591,774,F,0,0,0,0,0,0,11,0,5,2,22,3,3,3,6571,6600,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,16,W,0,West
592,803,F,0,0,0,0,0,3,2,0,0,0,10,4,4,4,272,6100,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,S,0,West
593,541,F,1,13,1,0,0,4,1,0,1,0,107,3,15,6,16177,21161,7,16905,6,1,1,0,1,9,1,1,0,1,9,0,1,0,1,8,6,42,D,0,Midwest
594,829,M,0,0,0,0,0,0,0,0,6,3,97,3,13,7,9765,14350,0,0,1,8,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,50,S,0,South
595,959,M,0,0,0,0,0,0,0,0,1,1,223,1,16,7,56875,81761,0,0,4,13,0,0,1,0,13,0,0,1,0,10,0,0,1,0,4,90,M,0,West
596,751,M,0,0,0,0,0,0,20,0,2,0,29,2,3,2,651,3125,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,16,W,0,East
597,323,M,6,2,5,0,0,0,14,0,1,0,93,4,8,6,11673,9398,3,5224,6,0,0,0,1,7,0,0,0,1,7,0,0,0,1,6,6,51,D,0,East
598,851,F,3,1,2,0,0,0,9,0,7,3,161,6,16,6,16763,20510,0,0,2,15,1,0,0,0,11,2,2,1,0,9,1,0,0,0,6,56,S,0,East
599,605,F,0,0,0,0,0,0,8,4,0,0,65,4,12,9,53685,56286,1,70,3,10,0,1,0,0,5,4,2,0,0,4,4,2,0,0,8,30,D,0,West
600,952,U,0,0,0,0,0,0,22,0,5,1,289,0,17,4,1364,10084,0,0,1,15,0,0,0,0,13,0,1,1,0,4,0,0,1,0,2,120,M,0,West
601,659,F,2,10,1,0,0,1,4,0,0,0,74,0,2,1,2296,2395,1,2296,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,60,W,0,West
602,785,M,0,0,0,0,0,0,15,2,10,8,168,0,15,4,11517,24996,2,97,3,12,0,2,0,0,3,2,6,3,0,0,2,6,3,0,4,102,W,0,West
603,838,F,1,20,0,0,0,0,24,0,5,5,67,1,8,4,2180,4050,2,304,4,6,0,0,2,0,6,0,0,2,0,4,0,0,2,0,1,42,S,0,South
604,941,F,0,0,0,0,0,0,0,0,10,2,75,3,17,10,35996,51025,0,0,1,14,0,0,0,0,14,0,0,0,0,12,0,0,0,0,7,48,M,0,Midwest
605,876,F,0,0,0,0,0,0,0,0,4,1,40,3,5,4,3930,6475,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,24,S,0,East
606,668,M,1,23,1,0,0,2,2,2,2,0,98,1,6,1,244,193,0,0,6,2,0,1,0,2,1,0,0,2,2,0,0,2,0,1,1,71,W,0,West
607,718,U,0,0,0,0,0,2,1,3,1,1,39,3,6,4,4541,5220,0,0,2,4,1,0,0,0,3,2,0,0,0,3,1,0,0,0,4,23,W,0,South
608,768,M,0,0,0,0,0,0,0,0,1,1,11,3,3,3,2806,3625,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,8,W,0,Midwest
609,939,F,0,0,0,0,0,2,2,0,6,1,142,4,17,5,4796,19977,0,0,1,15,0,0,0,0,15,0,0,0,0,10,0,0,0,0,1,55,M,0,East
610,742,F,1,26,1,0,0,0,17,1,0,0,6,1,1,1,162,200,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,W,0,Midwest
611,964,M,0,0,0,0,0,4,4,4,14,9,146,10,37,9,17729,54085,0,0,1,34,0,0,0,0,34,0,0,0,0,21,0,0,0,0,7,51,M,0,South
612,566,M,5,1,3,0,0,1,3,0,4,4,38,0,3,2,1174,1481,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,30,D,0,West
